152627934,153681781
159937061,160382568
145377366,145728349
156971580,157382639
158509448,161102398
2659754228,2661321643
2671900766,2672925754
2710879766,2713060451
2743775529,2744863394
2749621188,2750371023
73271078,73798084
84380762,84900066
2633444182,2634287999
2695441116,2696859332
2711010668,2711709895
2719555241,2720192300
2724281886,2724863815
123020242,123562954
95267923,95893402
84083568,84454561
102778662,103329736
112802006,113318445
86262417,86850808
86603926,87219950
69030154,69730526
60873580,61588506
86043350,86716917
68619383,69293576
2316851409,2325186776
2352222359,2353976110
2458779023,2463528175
2422161998,2431746121
2437832450,2438607170
119138096,119594802
86689372,87112864
2396820884,2397492056
102776103,103268436
64779410,65341836
2488165486,2488836285
2496680993,2497407609
84724704,85169159
2508827399,2509396601
92294067,92916444
98911104,99273584
99613443,100215415
61995803,62639235
91194109,91777858
2510659243,2511394370
97904042,99838697
2536810490,2537517526
2568963556,2569751258
2455332978,2455998841
89918105,90401212
2531889256,2532620125
97542584,98005983
93808428,94274385
2516309875,2517119405
2560969816,2561795605
2542894757,2543688319
2776212026,2776913460
2558484715,2559183281
2541013201,2541766628
2563576392,2564268942
2540186259,2540846324
2503433532,2506570846
90277645,90873845
121539500,122030129
67512560,68071168
2516229976,2516883908
103100529,103581844
2497237243,2497814241
2557063793,2557866428
2517747054,2518428382
2497513842,2498657839
83105493,83746020
81454831,82099237
50582856,51216419
2471802867,2472428071
83256971,83883087
80652669,81243771
106414682,107102073
71796174,72445025
68990007,69579733
2513568387,2514757311
84366857,85407233
67703778,68157564
88498334,89076765
2532232703,2533336460
90038633,90548624
2522420917,2522998711
2500238040,2500754489
2461477618,2461924830
2492984981,2493387903
96787182,97248236
2450024126,2450620178
2512745797,2513146226
68039505,68517085
2481858875,2482663432
77606756,78067324
2495306992,2495882025
119539375,119997075
2520062827,2520793819
2460326654,2460929909
2433353776,2433896713
2423740362,2424375548
2454223523,2454834494
2359885514,2360467607
78498866,79093157
104818079,105173021
99079535,99551813
2472482148,2473139472
2408884015,2409462084
74043534,74664495
2341729022,2342402538
2335947858,2336646506
2426186410,2427146766
2432627668,2432992739
2467613779,2468254913
2421826004,2422355261
2416765815,2417291082
2250012930,2250580183
100211822,100472456
100750766,100987129
104338436,104682884
108092186,108415526
2275197799,2275712202
2250525643,2251180986
74780359,75117475
92936849,93332827
70048381,70620968
80488566,80879099
83150087,83648361
2247463724,2248191260
73380621,73827098
2215900975,2216429137
2432730239,2433330515
2420336575,2420905104
2435037063,2435446407
2447540512,2447916824
2472470336,2473071630
2393294256,2393893756
116291767,116808590
129975174,130352276
2444774347,2445294769
2404014534,2404545319
50730173,51291481
2398907156,2399537978
2356202614,2356767750
2420845118,2421442170
2386984971,2387498067
2459962446,2460358622
2457734084,2458114741
2353624232,2354717698
2361736563,2362195625
2139445867,2139998407
89601023,89958934
130770270,131170017
67557435,67819599
2168910255,2169505094
80342982,80885197
76125775,76672474
95421486,95749907
100105523,100598990
95734745,96047862
2198923531,2199435937
2210779402,2211373403
112090917,112498004
131644629,132108234
140095231,140510376
93118702,93672531
94607804,94832421
82576233,83138584
85899736,86303951
2489931013,2490541324
2501970125,2502456750
2516028595,2516483843
2524171781,2524708181
2454687150,2455201896
2335792564,2336342363
92778154,93242848
97747407,97979337
2353019198,2353593155
2333327330,2333907629
78022169,78362896
69008144,69431770
89817042,90204823
2308362040,2308995855
2332665769,2333222454
91545772,92087935
2489548359,2490149425
2437678962,2438187683
2508734595,2509038373
2526969017,2527469130
2437649900,2438177171
2440704870,2441080526
2260875269,2261565674
101891452,102179727
103170918,103446580
106046922,106259467
115168821,115422070
2280559817,2281116779
75809787,76328969
99235629,99773194
103482707,103826566
109373944,109629451
100938993,101366290
127706099,127928824
85187858,85387506
81519478,81965067
2226990513,2227476457
2193446410,2193998241
57644884,59073026
75581893,76072826
51982171,52391279
2385029813,2385640830
2420614371,2421159730
2401044835,2401616282
2429816905,2430297334
2277447774,2277899575
99640229,100059142
2267110720,2267519877
119041430,119336479
125393525,125598949
2295096684,2295447512
72733609,73147820
79592042,79843788
2273975706,2274296276
2225918319,2226478559
115376909,115917632
2303401366,2304011358
2402118546,2402791959
2408777462,2409268502
89878605,90403638
89642524,89908258
2421327890,2421777330
2374430745,2374882444
2440828678,2441409691
2323236898,2323788222
2344582306,2345015407
108839993,109228581
2363711639,2364170836
2374760871,2375198922
64177472,64557413
74061891,74481282
56320707,56709318
82245714,82762023
67239562,67552356
59640552,59998094
75794711,76274783
2336197778,2336704011
83188059,83710289
49747548,50195382
48317243,48812258
89700748,90225412
2440165727,2440753898
2441569774,2441827265
2403929080,2404295115
2451387296,2451675869
2454029564,2454359543
2396069892,2396369201
2098029823,2098517835
2101095566,2101494062
1965926583,1966346186
117007274,117446111
128436636,128679237
130590545,130803504
79920614,80120417
90653386,91006979
100951411,101205892
1824826164,1825312866
68438978,68967316
80203156,80693568
80854312,81914292
88719287,89257062
2400361579,2400956883
2454764581,2455302709
2458833057,2459139944
2429336405,2429631373
2486674126,2487190265
2337278546,2337753900
2356794659,2357223282
2231902386,2232380194
2219817584,2220101012
101680293,102085574
114628883,114837334
125277911,125494106
123489694,123689443
124113898,124309440
67992299,68407678
63091595,63315017
73774598,74050834
978815921,979326551
2465809558,2466401120
2470189716,2470472133
2470065131,2470385693
2493328204,2493837218
2405437199,2405909891
2401687543,2402133668
2316746993,2317306467
2339386962,2339876753
2327082877,2327423479
2196548647,2196836322
75976914,76344103
71851157,72045734
126848276,127118403
134454810,134659053
79846933,80204262
72351333,72834398
2456955845,2457493597
2473269247,2473826917
2463302024,2463853022
2484574417,2484814916
2484565400,2484804474
2490828750,2491073735
2407502931,2408068871
2398980370,2399381299
2397570669,2397886613
80962255,81327586
143572305,143936224
111855151,112223571
70069965,71074700
2440138985,2440619807
2520998939,2521593774
2514363380,2514710129
2511787783,2512137611
2519773803,2520067798
2528465027,2528794735
2469655345,2470025296
2460930903,2461180924
2292489881,2292813639
98335434,98712575
106616761,106845907
110546502,110743903
117597205,117799605
2262921447,2263416045
2260978469,2261252832
88586352,88894994
84701854,84883014
50973096,51197779
2460481333,2461020322
2443343367,2443636308
2470386000,2470671364
2405737213,2406030987
2364873247,2365321469
2411292948,2411870042
2347517155,2347876275
2317604580,2318123519
2297485545,2297720446
2322467151,2322680556
101613990,101973644
98156099,98335591
118727861,118975014
118319762,118490892
65542331,65901538
83981715,84294842
71719457,72070470
2453416390,2454095078
2475168027,2475440853
2481418075,2481728353
2490330538,2490724039
2491810644,2492065082
2500032396,2500458027
2362467724,2363009925
2397630806,2398217295
2272173801,2272685882
2025655845,2025991277
121491007,121853673
122575916,122793316
123126456,123287860
2410354068,2410984914
2427564336,2427926655
2430636112,2430940682
2437732588,2438089934
2440854704,2441268062
2451773776,2452061835
2455307584,2455556936
2251336184,2251764648
2254696286,2255011934
2260534327,2261075960
29163583,29403433
69967292,70293343
85040634,85203580
96530909,96715599
80242034,80456272
62133545,62727329
1665922679,1666400114
1673831588,1674112170
2485787863,2486325820
2475101296,2475413282
2478543587,2479016976
2506274440,2506693731
76552214,76908732
2517966925,2518621925
109317382,109654902
2557392883,2557816933
2548740738,2549157969
2534939418,2535402041
92442283,92656584
92151570,92361573
74032514,74347443
73342800,73798772
106870607,107164575
83427587,83610309
73117064,73502918
134902890,135252020
121170670,121390555
129375466,129559086
77591580,78015528
93374062,93881098
83636962,84100020
2459414255,2459774131
2476497543,2476889063
2469234213,2469847647
2475585462,2475930216
2439689382,2440144386
2459081071,2459311056
89892279,90346260
93869704,94059229
113962310,114180634
2389538538,2390087637
96155737,96600554
2337708256,2338171482
2345634283,2346076582
77766112,78226924
64170557,64634373
2400406137,2400969993
2389502751,2389936470
2419343677,2419848840
55461797,55901972
70198534,70578354
47470503,47929003
80111231,81881567
96523315,97091189
2379974092,2380496308
2328120981,2328552687
2347441811,2347838097
2453550183,2453974180
2305813393,2306238027
2269850737,2270223243
2256844006,2257214426
74900661,75126964
84800693,84975922
75226660,75413811
2361505775,2362179378
2298571864,2298979655
131290985,131729775
95116192,95597525
73281115,73732529
2308423761,2308859962
65232982,65675846
2424597549,2425095551
2446460763,2446884090
2417230374,2417680503
2452432417,2452851969
2424875076,2425121468
2424860345,2425140626
101088132,101441994
92023332,92322272
2458171498,2458480208
93380474,93721868
104329654,104694718
65824704,66338398
2470633052,2471151256
2441056211,2441597924
2455265414,2455652263
76788168,77123079
2406888454,2407350691
2414409476,2414784915
2442806926,2443330945
2430952939,2431220550
2473405219,2473610971
2472691112,2473359676
139198806,139489176
150291048,150471205
143409221,143567833
2402185772,2402601059
58210625,58490249
79981174,80208586
2429147097,2429640150
2448513145,2448951684
2470689732,2471104039
90593232,90901877
2505295731,2505824847
2518067328,2518380012
2463707434,2464117702
2498367139,2498808154
2481671432,2482048822
2430287626,2430611699
2437911791,2447878222
75594224,75786327
77853514,78037852
87783634,87979267
76273404,76507310
92186156,92535688
92067507,92288057
117832762,117989499
75227472,75540555
90312570,90587267
91670336,92084977
67792539,68209512
2383920908,2384325035
2367403462,2367976096
2377155705,2377704418
2422296302,2422670569
2449853406,2450247800
2402522621,2402817888
2440934707,2441420553
191066130,191503052
146501653,146755966
2665854213,2666461395
141959816,142171662
119889958,120066460
2786100001,2786495903
92385395,92688618
104462945,104835014
81576340,81967817
2724385842,2724745872
2790965007,2791494782
2804111081,2804399362
92698264,93074980
2714368129,2714940761
80000038,80372647
52169092,52552846
69856786,70201105
74873019,75159433
60292528,60693472
2641219193,2641650298
60613878,60913615
2664250315,2664619998
92633515,93042899
87251665,87670525
2379190912,2379581451
2424020170,2424459223
62655560,63072364
70448689,70744773
67389350,67800439
2363019964,2363386964
79861449,80167085
2401789483,2402124012
2466621304,2466789256
86567692,86967522
2428358507,2428871975
75465642,75877149
2376991691,2377408564
2389122417,2389457001
2447196336,2447588705
2453816975,2454272025
2470628365,2470979931
2435928293,2436442695
2453463992,2453708586
2456053940,2456420504
94413617,94857897
84234145,84661454
2476576298,2476923310
91599674,91895354
105556673,105772636
82830387,83275255
2421105256,2421519645
2381146642,2381447873
2390683238,2391110033
2386326711,2386632754
65124605,65637884
55579249,55988900
2369371870,2369740967
2370068707,2370456158
2398514892,2398895516
2376175642,2376485733
99824566,100323104
67401536,67735009
2444089024,2444527478
2427483548,2427805007
98187552,98511623
87948708,88354874
2455843288,2456198863
2456571305,2456793566
2488257558,2488716289
2495026428,2495403843
2430145608,2430538742
79576864,79890448
2472931399,2473290842
2475782544,2476130666
2476386600,2476672188
2522705958,2523183121
2487909463,2488314032
80229439,80642572
2392064197,2392461076
2397135896,2397329538
2423812726,2424188913
71724466,71956365
88224008,88423330
96126849,96478374
73961177,74153403
2415463357,2415949692
2401315195,2401719968
2403968529,2404321688
95448297,101767572
2380690514,2381061032
2434732437,2434970708
55742250,56058062
2406122408,2406506056
86066630,86460368
75740846,76124281
2442147904,2442476645
2427635743,2427992807
2405126357,2405427455
2393722454,2393944005
51882829,52140135
86484683,86846839
2374623249,2374989109
2422856300,2423180870
2396797325,2397087244
2405811991,2406115902
96168451,96353501
2448210256,2448542746
92154496,92513122
73115743,73551598
2470969154,2471375032
2487355144,2487741128
2449545300,2449864459
2452145762,2452470868
2437472099,2437868899
2444911432,2445277485
2398897237,2399229907
68745348,69085170
